biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,biz_phone,biz_email,web_url,img_url,c_type,c_years,c_setting,c_housing,c_pop,c_ratio,c_tuition,oos_tuition,rank,acceptance_rate,majors,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8
Oral Roberts University,Bachelor's degree;Master's degree,7777 S Lewis Ave,Tulsa,OK,74136,USA,Tulsa,40143,8560,,CST,Y,(918) 495-6161,,http://www.oru.edu,,Private (Not For Profit),4 Years,City: Large,1,3140,14 to 1,,,,,,,,,,,,,
Oregon College of Art and Craft,Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate,8245 SW Barnes Rd,Portland,OR,97225,USA,Washington,41067,,6440,PST,Y,(503) 297-5544,,http://www.ocac.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,153,9 to 1,,,,,,,,,,,,,
Oregon College of Oriental Medicine,Master's degree,10525 SE Cherry Blossom Dr,Portland,OR,97216,USA,Multnomah,41051,,6440,PST,Y,(503) 253-3443,,http://www.ocom.edu,,Private (Not For Profit),4 Years,City: Large,0,251,,,,,,,,,,,,,,
Oregon Health & Science University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,3181 SW Sam Jackson Park Rd,Portland,OR,97239,USA,Multnomah,41051,,6440,PST,Y,(503) 494-7800,,http://www.ohsu.edu/xd,,Public,4 Years,City: Large,0,2583,8 to 1,,,,,,,,,,,,,
Oregon Institute of Technology,Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,3201 Campus Dr,Klamath Falls,OR,97601,USA,Klamath,41035,,,PST,Y,(541) 885-1000,,http://www.oit.edu,,Public,4 Years,Town: Remote,1,3915,20 to 1,,,,,,,,,,,,,
Oregon State University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1500 SW Jefferson Ave,Corvallis,OR,97331,USA,Benton,41003,1890,,PST,Y,(541) 737-0123,,http://www.oregonstate.edu,,Public,4 Years,City: Small,1,21950,25 to 1,,,,,,,,,,,,,
Oregon State University-Cascades Campus,Bachelor's degree;Master's degree,2600 NW College Way Cascades Hall,Bend,OR,97701,USA,Deschutes,41017,,,PST,Y,(541) 322-3100,,http://www.osucascades.edu,,Public,4 Years,City: Small,0,611,20 to 1,,,,,,,,,,,,,
Otis College of Art and Design,Bachelor's degree|Master's degree,9045 Lincoln Blvd,Los Angeles,CA,90045,USA,Los Angeles,6037,,4480,PST,Y,(800) 527-6847,,http://www.otis.edu,,Private (Not For Profit),4 Years,City: Large,1,1226,9 to 1,,,,,,,,,,,,,
Ottawa University,Less than one year certificate;Bachelor's degree;Master's degree,1001 S Cedar St,Ottawa,KS,66067,USA,Franklin,20059,,,CST,Y,(785) 242-5200,,http://www.ottawa.edu,,Private (Not For Profit),4 Years,Town: Distant,1,525,14 to 1,,,,,,,,,,,,,
Ottawa University-Jeffersonville,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,287 Quarter Master Court,Jeffersonville,IN,47130,USA,Clark,18019,4520,,EST,Y,(812) 280-7271,,http://www.ottawa.edu,,Private (Not For Profit),4 Years,Suburb: Large,0,121,7 to 1,,,,,,,,,,,,,
Ottawa University-Kansas City,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,4370 W 109th St #200,Overland Park,KS,66211,USA,Johnson,20091,3760,,CST,Y,(913) 451-1431,,http://www.ottawa.edu,,Private (Not For Profit),4 Years,City: Midsize,0,409,8 to 1,,,,,,,,,,,,,
Ottawa University-Milwaukee,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,245 S Executive Dr #110,Brookfield,WI,53005,USA,Waukesha,55133,,5080,CST,Y,(262) 879-0200,,http://www.ottawa.edu,,Private (Not For Profit),4 Years,Suburb: Large,0,419,8 to 1,,,,,,,,,,,,,
Ottawa University-Online,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1001 S Cedar St,Ottawa,KS,66067,USA,Franklin,20059,,,CST,Y,(785) 242-5200,,,,Private (Not For Profit),4 Years,,0,201,4 to 1,,,,,,,,,,,,,
Ottawa University-Phoenix,Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,10020 N 25th Ave,Phoenix,AZ,85029,USA,Maricopa,4013,6200,,MST,N,(602) 371-1188,,http://www.ottawa.edu,,Private (Not For Profit),4 Years,City: Large,0,1127,5 to 1,,,,,,,,,,,,,
Otterbein University,Bachelor's degree;Master's degree;Post-master's certificate,1 S Grove St,Westerville,OH,43081,USA,Franklin,39049,1840,,EST,Y,(614) 890-3000,,http://www.otterbein.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,3063,12 to 1,,,,,,,,,,,,,
Ouachita Baptist University,Associate's degree;Bachelor's degree,410 Ouachita St,Arkadelphia,AR,71923,USA,Clark,5019,,,CST,Y,(870) 245-5000,,http://www.obu.edu,,Private (Not For Profit),4 Years,Town: Distant,1,1447,11 to 1,,,,,,,,,,,,,
Our Lady of Holy Cross College,Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,4123 Woodland Dr,New Orleans,LA,70131,USA,Orleans,22071,5560,,CST,Y,(504) 394-7744,,http://www.olhcc.edu,,Private (Not For Profit),4 Years,City: Midsize,0,1325,10 to 1,,,,,,,,,,,,,
Our Lady of the Lake University-San Antonio,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,411 SW 24th St,San Antonio,TX,78207,USA,Bexar,48029,7240,,CST,Y,(210) 434-6711,,http://www.ollusa.edu,,Private (Not For Profit),4 Years,City: Large,1,2660,11 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Ozark Christian College,Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,1111 N Main St,Joplin,MO,64801,USA,Jasper,29097,3710,,CST,Y,(417) 624-2518,,http://www.occ.edu,,Private (Not For Profit),4 Years,City: Small,1,622,14 to 1,,,,,,,,,,,,,
Pace University-New York,Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1 Pace Plaza,New York,NY,10038,USA,New York,36061,,5600,EST,Y,(212) 346-1200,,http://www.pace.edu,,Private (Not For Profit),4 Years,City: Large,1,12706,15 to 1,,,,,,,,,,,,,
Pacific College of Oriental Medicine,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,3646 N Broadway St,Chicago,IL,60613,USA,Cook,17031,,1600,CST,Y,(773) 477-4822,,http://www.PacificCollege.edu,,Private (For Profit),4 Years,City: Large,0,214,5 to 1,,,,,,,,,,,,,
Pacific College of Oriental Medicine,Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,915 Broadway 2nd Floor,New York,NY,10010,USA,New York,36061,,5600,EST,Y,(212) 982-3456,,http://www.WWW.PACIFICCOLLEGE.EDU,,Private (For Profit),4 Years,City: Large,0,513,14 to 1,,,,,,,,,,,,,
Pacific College of Oriental Medicine-San Diego,One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice,7445 Mission Valley Rd #105,San Diego,CA,92108,USA,San Diego,6073,7320,,PST,Y,(619) 574-6909,,http://www.PacificCollege.edu,,Private (For Profit),4 Years,City: Large,0,588,8 to 1,,,,,,,,,,,,,
Pacific Islands University,Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Master's degree,172 Kinney's Road,Mangilao,GU,96913,GUAM,,,,,,U,(671) 734-1817,,http://www.PIU.edu,,Private (Not For Profit),4 Years,,1,94,27 to 1,,,,,,,,,,,,,
Pacific Lutheran Theological Seminary,Postbaccalaureate certificate|Master's degree|Post-master's certificate,2770 Marin Ave,Berkeley,CA,94708,USA,Alameda,6001,,5775,PST,Y,(510) 524-5264,,http://www.plts.edu,,Private (Not For Profit),4 Years,City: Midsize,1,133,,,,,,,,,,,,,,
Pacific Lutheran University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1010 122nd St S,Tacoma,WA,98444,USA,Pierce,53053,,8200,PST,Y,(253) 531-6900,,http://www.plu.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,3581,15 to 1,,,,,,,,,,,,,
Pacific Northwest College of Art,Bachelor's degree;Master's degree,1241 NW Johnson St,Portland,OR,97209,USA,Multnomah,41051,,6440,PST,Y,(503) 226-4391,,http://www.pnca.edu,,Private (Not For Profit),4 Years,City: Large,0,600,11 to 1,,,,,,,,,,,,,
Pacific Northwest University of Health Sciences,,200 University Pkwy,Yakima,WA,98901,USA,Yakima,53077,9260,,PST,Y,(509) 452-5100,,http://www.pnwu.org,,Private (Not For Profit),4 Years,,0,149,,,,,,,,,,,,,,
Pacific Oaks College,Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate,5 Westmoreland Pl,Pasadena,CA,91103,USA,Los Angeles,6037,,4480,PST,Y,(626) 397-1300,,http://www.pacificoaks.edu,,Private (Not For Profit),4 Years,City: Midsize,0,462,19 to 1,,,,,,,,,,,,,
Pacific Rim Christian College,One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,290 Sand Island Access Rd,Honolulu,HI,96819,USA,Honolulu,15003,3320,,PST-2,N,(808) 853-1040,,http://www.pacrim.edu/,,Private (Not For Profit),4 Years,,1,,,,,,,,,,,,,,,
Pacific School of Religion,Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other,1798 Scenic Ave,Berkeley,CA,94709,USA,Alameda,6001,,5775,PST,Y,(510) 848-0528,,http://www.psr.edu,,Private (Not For Profit),4 Years,City: Midsize,1,195,,,,,,,,,,,,,,
Pacific States University,Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship,3450 Wilshire Blvd,Los Angeles,CA,90010,USA,Los Angeles,6037,,4480,PST,Y,(323) 731-2383,,http://www.psuca.edu,,Private (Not For Profit),4 Years,City: Large,1,196,13 to 1,,,,,,,,,,,,,
Pacific Union College,Associate's degree|Bachelor's degree|Master's degree,1 Angwin Ave,Angwin,CA,94508,USA,Napa,6055,,8720,PST,Y,(707) 965-6313,,http://www.puc.edu,,Private (Not For Profit),4 Years,Rural: Fringe,1,1495,15 to 1,,,,,,,,,,,,,
Pacific University,Bachelor's degree;Postbaccalaureate certificate;Master's degree,2043 College Way,Forest Grove,OR,97116,USA,Washington,41067,,6440,PST,Y,(877) 722-8648,,http://www.pacificu.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,3198,11 to 1,,,,,,,,,,,,,
Pacifica Graduate Institute,Master's degree|Doctor's degree - research/scholarship,249 Lambert Rd,Carpinteria,CA,93108,USA,Santa Barbara,6083,7480,,PST,Y,(805) 969-3626,,http://www.pacifica.edu,,Private (For Profit),4 Years,Suburb: Midsize,1,667,,,,,,,,,,,,,,
Paier College of Art Inc,Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree,20 Gorham Ave,Hamden,CT,6514,USA,New Haven,9009,,5480,EST,Y,(203) 287-3031,,http://www.paiercollegeofart.edu,,Private (For Profit),4 Years,Suburb: Large,0,227,9 to 1,,,,,,,,,,,,,
Paine College,Bachelor's degree,1235 15th St,Augusta,GA,30901,USA,Richmond,13245,600,,EST,Y,(706) 821-8200,,http://www.paine.edu,,Private (Not For Profit),4 Years,City: Midsize,1,907,13 to 1,,,,,,,,,,,,,
Palm Beach Atlantic University-West Palm Beach,Associate's degree;Bachelor's degree;Master's degree,901 S Flagler Dr,West Palm Beach,FL,33401,USA,Palm Beach,12099,8960,,EST,Y,(561) 803-2000,,http://www.pba.edu,,Private (Not For Profit),4 Years,City: Small,1,3260,14 to 1,,,,,,,,,,,,,
Palmer College of Chiropractic,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree,1000 Brady St,Davenport,IA,52803,USA,Scott,19163,1960,,CST,Y,(563) 884-5000,,http://www.palmer.edu,,Private (Not For Profit),4 Years,City: Small,1,2094,3 to 1,,,,,,,,,,,,,
Palmer College of Chiropractic-San Jose,Doctor's degree - professional practice,90 E Tasman Dr,San Jose,CA,95134,USA,Santa Clara,6085,,7400,PST,Y,(408) 944-6000,,http://www.palmer.edu,,Private (Not For Profit),4 Years,City: Large,0,311,,,,,,,,,,,,,,
Palo Alto University,Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice,1791 Arastradero Rd,Palo Alto,CA,94304,USA,Santa Clara,6085,,7400,PST,Y,(800) 818-6136,,http://www.paloaltou.edu,,Private (Not For Profit),4 Years,City: Small,0,656,14 to 1,,,,,,,,,,,,,
Pardee RAND Graduate School,Master's degree|Doctor's degree - research/scholarship,1776 Main St,Santa Monica,CA,90401,USA,Los Angeles,6037,,4480,PST,Y,(310) 393-0411,,http://www.prgs.edu,,Private (Not For Profit),4 Years,City: Small,0,102,,,,,,,,,,,,,,
Park University,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,8700 NW River Park Dr,Parkville,MO,64152,USA,Platte,29165,3760,,CST,Y,(816) 741-2000,,http://www.park.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,12775,12 to 1,,,,,,,,,,,,,
Parker College of Chiropractic,Less than one year certificate;Bachelor's degree,2500 Walnut Hill Ln,Dallas,TX,75229,USA,Dallas,48113,,1920,CST,Y,(972) 438-6932,,http://www.parkercc.edu,,Private (Not For Profit),4 Years,Rural: Fringe,0,976,16 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Patten University,Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree,2433 Coolidge Ave,Oakland,CA,94601,USA,Alameda,6001,,5775,PST,Y,(510) 261-8500,,http://www.patten.edu,,Private (Not For Profit),4 Years,City: Large,1,1138,20 to 1,,,,,,,,,,,,,
Paul Quinn College,Bachelor's degree,3837 Simpson Stuart Rd,Dallas,TX,75241,USA,Dallas,48113,,1920,CST,Y,(214) 379-5577,,http://www.pqc.edu,,Private (Not For Profit),4 Years,City: Large,1,171,8 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Payne Theological Seminary,Master's degree,1230 Wilberforce-Clifton Rd,Wilberforce,OH,45385,USA,Greene,39057,2000,,EST,Y,(937) 376-2946,,http://www.payne.edu,,Private (Not For Profit),4 Years,Rural: Fringe,1,138,,,,,,,,,,,,,,
Peace College,Bachelor's degree,15 E Peace St,Raleigh,NC,27604,USA,Wake,37183,6640,,EST,Y,(919) 508-2000,,http://www.peace.edu,,Private (Not For Profit),4 Years,City: Large,1,732,11 to 1,,,,,,,,,,,,,
Peirce College,One but less than two years certificate;Associate's degree;Bachelor's degree,1420 Pine St,Philadelphia,PA,19102,USA,Philadelphia,42101,,6160,EST,Y,(888) 467-3472,,http://www.peirce.edu,,Private (Not For Profit),4 Years,City: Large,0,2083,17 to 1,,,,,,,,,,,,,
Pennsylvania Academy of the Fine Arts,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Other degree,128 N Broad St,Philadelphia,PA,19102,USA,Philadelphia,42101,,6160,EST,Y,(215) 972-7600,,http://www.WWW.PAFA.ORG,,Private (Not For Profit),4 Years,City: Large,0,339,7 to 1,,,,,,,,,,,,,
Pennsylvania College of Art and Design,Less than one year certificate;Bachelor's degree,204 N Prince St,Lancaster,PA,17603,USA,Lancaster,42071,4000,,EST,Y,(717) 396-7833,,http://www.pcad.edu,,Private (Not For Profit),4 Years,City: Small,0,278,10 to 1,,,,,,,,,,,,,
Pennsylvania State University-Brandywine,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,25 Yearsley Mill Rd,Media,PA,19063,USA,Delaware,42045,,6160,EST,Y,(610) 892-1200,,http://www.de.psu.edu/,,Public,4 Years,Suburb: Large,0,1608,17 to 1,,,,,,,,,,,,,
Pennsylvania State University-College of Medicine,Master's degree,500 University Dr,Hershey,PA,17036,USA,Dauphin,42043,3240,,EST,Y,(717) 531-8521,,http://www.HMC.psu.edu/COLLEGE/,,Public,4 Years,Rural: Fringe,0,817,,,,,,,,,,,,,,
Pennsylvania State University-Main Campus,Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,201 Old Main,State College,PA,16801,USA,Centre,42027,8050,,EST,Y,(814) 865-4700,,http://www.psu.edu/,,Public,4 Years,City: Small,1,45185,17 to 1,,,,,,,,,,,,,
Pennsylvania State University-Penn State Abington,Associate's degree;Bachelor's degree,1600 Woodland Rd,Jenkintown,PA,19046,USA,Montgomery,42091,,6160,EST,Y,(215) 881-7300,,http://www.abington.psu.edu,,Public,4 Years,Suburb: Large,0,3424,20 to 1,,,,,,,,,,,,,
